7016952384 | 8873
6419037852 | 5233
3294065178 | 1517
1329658047 | 5063
1927065834 | 3479
1795208643 | 0517
4365178920 | 3743
6184720359 | 0135
1536094872 | 6488
0351496287 | 3693
6342079185 | 9100
1620794835 | 0863
4692103785 | 7971
2180674539 | 1017
1562984307 | 1394
0613925748 | 3548
1953604872 | 5620
2176854930 | 0171
8315047269 | 2841
5764198032 | 6973
3685017429 | 8977
8312094567 | 8027
6082739514 | 4997
0143526789 | 6819
6271045398 | 8310
1698423075 | 2659
2148506973 | 5647
9307528641 | 9965
7459036281 | 9257
5369078214 | 3895
2619840375 | 2729
6148973250 | 5225
2703598416 | 6635
3946872051 | 9902
0924635178 | 0573
1478293056 | 4403
8459263170 | 2972
7639812450 | 8607
3574962108 | 0491
6521370948 | 2363
8754036921 | 4297
7546890231 | 5539
4206713859 | 2588
2538047619 | 3730
4265087319 | 8005
6890473215 | 9131
6514278390 | 9450
7986341205 | 9863
6935704128 | 3596
9137468052 | 7934
3980275614 | 5748
5134279680 | 5574
5172064839 | 2668
6582793014 | 9692
2407958361 | 8514
5607842391 | 6758
6041859273 | 2117
4870591623 | 5711
5023476981 | 7276
1038246975 | 4193
1430685927 | 0020
2058934761 | 5189
2376801945 | 1355
9107438562 | 6266
0349175862 | 7189
4087513962 | 6051
4936508127 | 3605
8104296753 | 9464
3815264709 | 9942
2461580973 | 9960
3620518497 | 0158
3961874520 | 0519
8036952147 | 2002
2346507918 | 8167
7692850413 | 0484
1789360452 | 0338
8342607915 | 1069
4765238901 | 2992
9642510387 | 4563
1295603487 | 2735
4520697813 | 9561
5317892406 | 0863
5042397618 | 1776
2981357604 | 6167
2759630841 | 7698
2541869073 | 3320
4085736291 | 6872
1950472683 | 1258
0375184629 | 6102
1290385674 | 8607
6907823154 | 8040
2583976041 | 0319
9850241673 | 2648
8504679231 | 3661
6214305798 | 7327
5190432867 | 5098
6341950782 | 4059
7548061932 | 0219
8231459076 | 0655
5376240891 | 0596
0362941875 | 5634
9213078654 | 4979
6851427039 | 9404
2403796518 | 7719
6290347815 | 0796
0859346712 | 8938
8031479265 | 0233
2036984571 | 4371
8174356902 | 7785
6478935021 | 9506
4728503196 | 6290
7942681305 | 0390
1032874569 | 4426
8651709234 | 2626
2589701364 | 9604
6791284530 | 9999
9035127864 | 6346
2915607348 | 4498
5394187026 | 5232
9420871365 | 5642
2643091785 | 3023
6420598713 | 4400
2376015849 | 2265
3810546792 | 3938
9635804712 | 4590
3645879120 | 8205
9012678435 | 7303
3596814027 | 0896
1745286039 | 0194
7586304219 | 2379
3740621985 | 4726
1248605379 | 0340
5982164037 | 7927
8532640719 | 5885
2370956814 | 7504
9420583167 | 6081
9468510372 | 0758
6319078452 | 7563
5973410628 | 3664
8576043912 | 3461
5869120437 | 2092
1694328750 | 9997
3614587029 | 3977
3469785210 | 9303
6135974802 | 9518
6428103579 | 7674
2184796305 | 9509
5109374862 | 0146
0415329687 | 1339
7250369418 | 3011
8240936157 | 2822
9025843716 | 4904
8164239750 | 9699
2638497510 | 5967
9586203174 | 2276
5716038294 | 8207
2487613509 | 1318
8602914357 | 1932
2345086791 | 7417
7605981432 | 5013
4205986173 | 2200
2379046158 | 0283
1569307842 | 3082
4178209653 | 2519
5196824307 | 7427
9564207318 | 8884
7524631809 | 3629
5891736402 | 7497
5417389026 | 7882
5843912760 | 3044
2915308764 | 4401
6821795430 | 3259
8594261370 | 4665
1078396254 | 6098
5397480162 | 2390
4679530821 | 9373
6057849312 | 8096
9470263518 | 2471
1239458670 | 0124
6043518729 | 9083
2906315748 | 1987
5416702839 | 9832
8235649170 | 4803
7420865931 | 6682
3819627405 | 3766
7284650319 | 0155
4760512389 | 6888
9503487621 | 4798
0683945271 | 0765
6401958327 | 7910
6528094713 | 0055
3924065187 | 4682
1762085934 | 6427
7234019586 | 0275
6208734915 | 6504
6583741290 | 4503
2937461085 | 9893
3256847901 | 3655
2875310694 | 4146
7823564109 | 3735
